Date-Time-Start; Date-Time-End; Gebäude 255 Pumpe 3 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-01-01 00:00:00; 2016-01-01 00:15:00; 19.008000; 19.008000; 14048.881600; 14048.881600; 0
2016-01-01 00:15:00; 2016-01-01 00:30:00; 18.624000; 18.624000; 14048.941000; 14048.941000; 0
2016-01-01 00:30:00; 2016-01-01 00:45:00; 18.368000; 18.368000; 14048.999200; 14048.999200; 0
2016-01-01 00:45:00; 2016-01-01 01:00:00; 18.304000; 18.304000; 14049.056600; 14049.056600; 0
2016-01-01 01:00:00; 2016-01-01 01:15:00; 18.432000; 18.432000; 14049.113800; 14049.113800; 0
2016-01-01 01:15:00; 2016-01-01 01:30:00; 18.560000; 18.560000; 14049.171400; 14049.171400; 0
2016-01-01 01:30:00; 2016-01-01 01:45:00; 18.496000; 18.496000; 14049.229400; 14049.229400; 0
2016-01-01 01:45:00; 2016-01-01 02:00:00; 18.944000; 18.944000; 14049.287200; 14049.287200; 0
2016-01-01 02:00:00; 2016-01-01 02:15:00; 18.368000; 18.368000; 14049.346400; 14049.346400; 0
2016-01-01 02:15:00; 2016-01-01 02:30:00; 18.752000; 18.752000; 14049.403800; 14049.403800; 0
2016-01-01 02:30:00; 2016-01-01 02:45:00; 18.496000; 18.496000; 14049.462400; 14049.462400; 0
2016-01-01 02:45:00; 2016-01-01 03:00:00; 18.560000; 18.560000; 14049.520200; 14049.520200; 0
2016-01-01 03:00:00; 2016-01-01 03:15:00; 18.560000; 18.560000; 14049.578200; 14049.578200; 0
2016-01-01 03:15:00; 2016-01-01 03:30:00; 18.496000; 18.496000; 14049.636200; 14049.636200; 0
2016-01-01 03:30:00; 2016-01-01 03:45:00; 18.624000; 18.624000; 14049.694000; 14049.694000; 0
2016-01-01 03:45:00; 2016-01-01 04:00:00; 18.496000; 18.496000; 14049.752200; 14049.752200; 0
2016-01-01 04:00:00; 2016-01-01 04:15:00; 19.072000; 19.072000; 14049.810000; 14049.810000; 0
2016-01-01 04:15:00; 2016-01-01 04:30:00; 19.520000; 19.520000; 14049.869600; 14049.869600; 0
2016-01-01 04:30:00; 2016-01-01 04:45:00; 19.584000; 19.584000; 14049.930600; 14049.930600; 0
2016-01-01 04:45:00; 2016-01-01 05:00:00; 19.456000; 19.456000; 14049.991800; 14049.991800; 0
2016-01-01 05:00:00; 2016-01-01 05:15:00; 18.816000; 18.816000; 14050.052600; 14050.052600; 0
2016-01-01 05:15:00; 2016-01-01 05:30:00; 19.008000; 19.008000; 14050.111400; 14050.111400; 0
2016-01-01 05:30:00; 2016-01-01 05:45:00; 19.008000; 19.008000; 14050.170800; 14050.170800; 0
2016-01-01 05:45:00; 2016-01-01 06:00:00; 19.136000; 19.136000; 14050.230200; 14050.230200; 0
2016-01-01 06:00:00; 2016-01-01 06:15:00; 19.456000; 19.456000; 14050.290000; 14050.290000; 0
2016-01-01 06:15:00; 2016-01-01 06:30:00; 19.776000; 19.776000; 14050.350800; 14050.350800; 0
2016-01-01 06:30:00; 2016-01-01 06:45:00; 19.520000; 19.520000; 14050.412600; 14050.412600; 0
2016-01-01 06:45:00; 2016-01-01 07:00:00; 19.520000; 19.520000; 14050.473600; 14050.473600; 0
2016-01-01 07:00:00; 2016-01-01 07:15:00; 19.520000; 19.520000; 14050.534600; 14050.534600; 0
2016-01-01 07:15:00; 2016-01-01 07:30:00; 19.584000; 19.584000; 14050.595600; 14050.595600; 0
2016-01-01 07:30:00; 2016-01-01 07:45:00; 19.520000; 19.520000; 14050.656800; 14050.656800; 0
2016-01-01 07:45:00; 2016-01-01 08:00:00; 19.392000; 19.392000; 14050.717800; 14050.717800; 0
2016-01-01 08:00:00; 2016-01-01 08:15:00; 19.520000; 19.520000; 14050.778400; 14050.778400; 0
2016-01-01 08:15:00; 2016-01-01 08:30:00; 19.456000; 19.456000; 14050.839400; 14050.839400; 0
2016-01-01 08:30:00; 2016-01-01 08:45:00; 19.264000; 19.264000; 14050.900200; 14050.900200; 0
2016-01-01 08:45:00; 2016-01-01 09:00:00; 19.392000; 19.392000; 14050.960400; 14050.960400; 0
2016-01-01 09:00:00; 2016-01-01 09:15:00; 19.328000; 19.328000; 14051.021000; 14051.021000; 0
2016-01-01 09:15:00; 2016-01-01 09:30:00; 19.264000; 19.264000; 14051.081400; 14051.081400; 0
2016-01-01 09:30:00; 2016-01-01 09:45:00; 19.392000; 19.392000; 14051.141600; 14051.141600; 0
2016-01-01 09:45:00; 2016-01-01 10:00:00; 19.072000; 19.072000; 14051.202200; 14051.202200; 0
2016-01-01 10:00:00; 2016-01-01 10:15:00; 18.368000; 18.368000; 14051.261800; 14051.261800; 0
2016-01-01 10:15:00; 2016-01-01 10:30:00; 18.624000; 18.624000; 14051.319200; 14051.319200; 0
2016-01-01 10:30:00; 2016-01-01 10:45:00; 18.368000; 18.368000; 14051.377400; 14051.377400; 0
2016-01-01 10:45:00; 2016-01-01 11:00:00; 18.112000; 18.112000; 14051.434800; 14051.434800; 0
2016-01-01 11:00:00; 2016-01-01 11:15:00; 18.048000; 18.048000; 14051.491400; 14051.491400; 0
2016-01-01 11:15:00; 2016-01-01 11:30:00; 18.112000; 18.112000; 14051.547800; 14051.547800; 0
2016-01-01 11:30:00; 2016-01-01 11:45:00; 17.664000; 17.664000; 14051.604400; 14051.604400; 0
2016-01-01 11:45:00; 2016-01-01 12:00:00; 17.728000; 17.728000; 14051.659600; 14051.659600; 0
2016-01-01 12:00:00; 2016-01-01 12:15:00; 17.152000; 17.152000; 14051.715000; 14051.715000; 0
2016-01-01 12:15:00; 2016-01-01 12:30:00; 16.960000; 16.960000; 14051.768600; 14051.768600; 0
2016-01-01 12:30:00; 2016-01-01 12:45:00; 16.640000; 16.640000; 14051.821600; 14051.821600; 0
2016-01-01 12:45:00; 2016-01-01 13:00:00; 16.704000; 16.704000; 14051.873600; 14051.873600; 0
2016-01-01 13:00:00; 2016-01-01 13:15:00; 16.640000; 16.640000; 14051.925800; 14051.925800; 0
2016-01-01 13:15:00; 2016-01-01 13:30:00; 16.704000; 16.704000; 14051.977800; 14051.977800; 0
2016-01-01 13:30:00; 2016-01-01 13:45:00; 17.024000; 17.024000; 14052.030000; 14052.030000; 0
2016-01-01 13:45:00; 2016-01-01 14:00:00; 16.640000; 16.640000; 14052.083200; 14052.083200; 0
2016-01-01 14:00:00; 2016-01-01 14:15:00; 16.640000; 16.640000; 14052.135200; 14052.135200; 0
2016-01-01 14:15:00; 2016-01-01 14:30:00; 16.576000; 16.576000; 14052.187200; 14052.187200; 0
2016-01-01 14:30:00; 2016-01-01 14:45:00; 16.576000; 16.576000; 14052.239000; 14052.239000; 0
2016-01-01 14:45:00; 2016-01-01 15:00:00; 16.768000; 16.768000; 14052.290800; 14052.290800; 0
2016-01-01 15:00:00; 2016-01-01 15:15:00; 16.512000; 16.512000; 14052.343200; 14052.343200; 0
2016-01-01 15:15:00; 2016-01-01 15:30:00; 16.640000; 16.640000; 14052.394800; 14052.394800; 0
2016-01-01 15:30:00; 2016-01-01 15:45:00; 16.768000; 16.768000; 14052.446800; 14052.446800; 0
2016-01-01 15:45:00; 2016-01-01 16:00:00; 16.896000; 16.896000; 14052.499200; 14052.499200; 0
2016-01-01 16:00:00; 2016-01-01 16:15:00; 17.088000; 17.088000; 14052.552000; 14052.552000; 0
2016-01-01 16:15:00; 2016-01-01 16:30:00; 17.216000; 17.216000; 14052.605400; 14052.605400; 0
2016-01-01 16:30:00; 2016-01-01 16:45:00; 17.152000; 17.152000; 14052.659200; 14052.659200; 0
2016-01-01 16:45:00; 2016-01-01 17:00:00; 17.664000; 17.664000; 14052.712800; 14052.712800; 0
2016-01-01 17:00:00; 2016-01-01 17:15:00; 18.048000; 18.048000; 14052.768000; 14052.768000; 0
2016-01-01 17:15:00; 2016-01-01 17:30:00; 17.920000; 17.920000; 14052.824400; 14052.824400; 0
2016-01-01 17:30:00; 2016-01-01 17:45:00; 18.304000; 18.304000; 14052.880400; 14052.880400; 0
2016-01-01 17:45:00; 2016-01-01 18:00:00; 19.136000; 19.136000; 14052.937600; 14052.937600; 0
2016-01-01 18:00:00; 2016-01-01 18:15:00; 18.560000; 18.560000; 14052.997400; 14052.997400; 0
2016-01-01 18:15:00; 2016-01-01 18:30:00; 19.200000; 19.200000; 14053.055400; 14053.055400; 0
2016-01-01 18:30:00; 2016-01-01 18:45:00; 18.816000; 18.816000; 14053.115400; 14053.115400; 0
2016-01-01 18:45:00; 2016-01-01 19:00:00; 18.880000; 18.880000; 14053.174200; 14053.174200; 0
2016-01-01 19:00:00; 2016-01-01 19:15:00; 18.752000; 18.752000; 14053.233200; 14053.233200; 0
2016-01-01 19:15:00; 2016-01-01 19:30:00; 18.944000; 18.944000; 14053.291800; 14053.291800; 0
2016-01-01 19:30:00; 2016-01-01 19:45:00; 18.816000; 18.816000; 14053.351000; 14053.351000; 0
2016-01-01 19:45:00; 2016-01-01 20:00:00; 18.880000; 18.880000; 14053.409800; 14053.409800; 0
2016-01-01 20:00:00; 2016-01-01 20:15:00; 18.432000; 18.432000; 14053.468800; 14053.468800; 0
2016-01-01 20:15:00; 2016-01-01 20:30:00; 18.752000; 18.752000; 14053.526400; 14053.526400; 0
2016-01-01 20:30:00; 2016-01-01 20:45:00; 18.560000; 18.560000; 14053.585000; 14053.585000; 0
2016-01-01 20:45:00; 2016-01-01 21:00:00; 18.944000; 18.944000; 14053.643000; 14053.643000; 0
2016-01-01 21:00:00; 2016-01-01 21:15:00; 19.072000; 19.072000; 14053.702200; 14053.702200; 0
2016-01-01 21:15:00; 2016-01-01 21:30:00; 18.880000; 18.880000; 14053.761800; 14053.761800; 0
2016-01-01 21:30:00; 2016-01-01 21:45:00; 19.584000; 19.584000; 14053.820800; 14053.820800; 0
2016-01-01 21:45:00; 2016-01-01 22:00:00; 19.648000; 19.648000; 14053.882000; 14053.882000; 0
2016-01-01 22:00:00; 2016-01-01 22:15:00; 19.584000; 19.584000; 14053.943400; 14053.943400; 0
2016-01-01 22:15:00; 2016-01-01 22:30:00; 19.584000; 19.584000; 14054.004600; 14054.004600; 0
2016-01-01 22:30:00; 2016-01-01 22:45:00; 19.328000; 19.328000; 14054.065800; 14054.065800; 0
2016-01-01 22:45:00; 2016-01-01 23:00:00; 19.072000; 19.072000; 14054.126200; 14054.126200; 0
2016-01-01 23:00:00; 2016-01-01 23:15:00; 18.944000; 18.944000; 14054.185800; 14054.185800; 0
2016-01-01 23:15:00; 2016-01-01 23:30:00; 19.136000; 19.136000; 14054.245000; 14054.245000; 0
2016-01-01 23:30:00; 2016-01-01 23:45:00; 19.264000; 19.264000; 14054.304800; 14054.304800; 0
2016-01-01 23:45:00; 2016-01-02 00:00:00; 19.776000; 19.776000; 14054.365000; 14054.365000; 0
2016-01-02 00:00:00; 2016-01-02 00:15:00; 19.712000; 19.712000; 14054.426800; 14054.426800; 0
2016-01-02 00:15:00; 2016-01-02 00:30:00; 20.096000; 20.096000; 14054.488400; 14054.488400; 0
2016-01-02 00:30:00; 2016-01-02 00:45:00; 19.968000; 19.968000; 14054.551200; 14054.551200; 0
2016-01-02 00:45:00; 2016-01-02 01:00:00; 20.032000; 20.032000; 14054.613600; 14054.613600; 0
2016-01-02 01:00:00; 2016-01-02 01:15:00; 19.776000; 19.776000; 14054.676200; 14054.676200; 0
2016-01-02 01:15:00; 2016-01-02 01:30:00; 19.328000; 19.328000; 14054.738000; 14054.738000; 0
2016-01-02 01:30:00; 2016-01-02 01:45:00; 18.752000; 18.752000; 14054.798400; 14054.798400; 0
2016-01-02 01:45:00; 2016-01-02 02:00:00; 18.816000; 18.816000; 14054.857000; 14054.857000; 0
2016-01-02 02:00:00; 2016-01-02 02:15:00; 18.752000; 18.752000; 14054.915800; 14054.915800; 0
2016-01-02 02:15:00; 2016-01-02 02:30:00; 18.944000; 18.944000; 14054.974400; 14054.974400; 0
2016-01-02 02:30:00; 2016-01-02 02:45:00; 19.520000; 19.520000; 14055.033600; 14055.033600; 0
2016-01-02 02:45:00; 2016-01-02 03:00:00; 19.136000; 19.136000; 14055.094600; 14055.094600; 0
2016-01-02 03:00:00; 2016-01-02 03:15:00; 19.136000; 19.136000; 14055.154400; 14055.154400; 0
2016-01-02 03:15:00; 2016-01-02 03:30:00; 19.072000; 19.072000; 14055.214200; 14055.214200; 0
2016-01-02 03:30:00; 2016-01-02 03:45:00; 18.880000; 18.880000; 14055.273800; 14055.273800; 0
2016-01-02 03:45:00; 2016-01-02 04:00:00; 18.304000; 18.304000; 14055.332800; 14055.332800; 0
2016-01-02 04:00:00; 2016-01-02 04:15:00; 18.176000; 18.176000; 14055.390000; 14055.390000; 0
2016-01-02 04:15:00; 2016-01-02 04:30:00; 18.240000; 18.240000; 14055.446800; 14055.446800; 0
2016-01-02 04:30:00; 2016-01-02 04:45:00; 18.048000; 18.048000; 14055.503800; 14055.503800; 0
2016-01-02 04:45:00; 2016-01-02 05:00:00; 18.112000; 18.112000; 14055.560200; 14055.560200; 0
2016-01-02 05:00:00; 2016-01-02 05:15:00; 18.048000; 18.048000; 14055.616800; 14055.616800; 0
2016-01-02 05:15:00; 2016-01-02 05:30:00; 19.072000; 19.072000; 14055.673200; 14055.673200; 0
2016-01-02 05:30:00; 2016-01-02 05:45:00; 19.136000; 19.136000; 14055.732800; 14055.732800; 0
2016-01-02 05:45:00; 2016-01-02 06:00:00; 19.264000; 19.264000; 14055.792600; 14055.792600; 0
2016-01-02 06:00:00; 2016-01-02 06:15:00; 18.816000; 18.816000; 14055.852800; 14055.852800; 0
2016-01-02 06:15:00; 2016-01-02 06:30:00; 18.560000; 18.560000; 14055.911600; 14055.911600; 0
2016-01-02 06:30:00; 2016-01-02 06:45:00; 18.688000; 18.688000; 14055.969600; 14055.969600; 0
2016-01-02 06:45:00; 2016-01-02 07:00:00; 18.944000; 18.944000; 14056.028000; 14056.028000; 0
2016-01-02 07:00:00; 2016-01-02 07:15:00; 19.392000; 19.392000; 14056.087200; 14056.087200; 0
2016-01-02 07:15:00; 2016-01-02 07:30:00; 19.648000; 19.648000; 14056.147800; 14056.147800; 0
2016-01-02 07:30:00; 2016-01-02 07:45:00; 19.392000; 19.392000; 14056.209200; 14056.209200; 0
2016-01-02 07:45:00; 2016-01-02 08:00:00; 19.200000; 19.200000; 14056.269800; 14056.269800; 0
2016-01-02 08:00:00; 2016-01-02 08:15:00; 19.072000; 19.072000; 14056.329800; 14056.329800; 0
2016-01-02 08:15:00; 2016-01-02 08:30:00; 19.264000; 19.264000; 14056.389400; 14056.389400; 0
2016-01-02 08:30:00; 2016-01-02 08:45:00; 19.200000; 19.200000; 14056.449600; 14056.449600; 0
2016-01-02 08:45:00; 2016-01-02 09:00:00; 19.200000; 19.200000; 14056.509600; 14056.509600; 0
2016-01-02 09:00:00; 2016-01-02 09:15:00; 19.392000; 19.392000; 14056.569600; 14056.569600; 0
2016-01-02 09:15:00; 2016-01-02 09:30:00; 19.328000; 19.328000; 14056.630200; 14056.630200; 0
2016-01-02 09:30:00; 2016-01-02 09:45:00; 19.136000; 19.136000; 14056.690600; 14056.690600; 0
2016-01-02 09:45:00; 2016-01-02 10:00:00; 19.904000; 19.904000; 14056.750400; 14056.750400; 0
2016-01-02 10:00:00; 2016-01-02 10:15:00; 19.776000; 19.776000; 14056.812600; 14056.812600; 0
2016-01-02 10:15:00; 2016-01-02 10:30:00; 19.584000; 19.584000; 14056.874400; 14056.874400; 0
2016-01-02 10:30:00; 2016-01-02 10:45:00; 19.008000; 19.008000; 14056.935600; 14056.935600; 0
2016-01-02 10:45:00; 2016-01-02 11:00:00; 19.072000; 19.072000; 14056.995000; 14056.995000; 0
2016-01-02 11:00:00; 2016-01-02 11:15:00; 18.880000; 18.880000; 14057.054600; 14057.054600; 0
2016-01-02 11:15:00; 2016-01-02 11:30:00; 18.944000; 18.944000; 14057.113600; 14057.113600; 0
2016-01-02 11:30:00; 2016-01-02 11:45:00; 18.688000; 18.688000; 14057.172800; 14057.172800; 0
2016-01-02 11:45:00; 2016-01-02 12:00:00; 18.752000; 18.752000; 14057.231200; 14057.231200; 0
2016-01-02 12:00:00; 2016-01-02 12:15:00; 18.560000; 18.560000; 14057.289800; 14057.289800; 0
2016-01-02 12:15:00; 2016-01-02 12:30:00; 18.496000; 18.496000; 14057.347800; 14057.347800; 0
2016-01-02 12:30:00; 2016-01-02 12:45:00; 18.560000; 18.560000; 14057.405600; 14057.405600; 0
2016-01-02 12:45:00; 2016-01-02 13:00:00; 18.624000; 18.624000; 14057.463600; 14057.463600; 0
2016-01-02 13:00:00; 2016-01-02 13:15:00; 18.496000; 18.496000; 14057.521800; 14057.521800; 0
2016-01-02 13:15:00; 2016-01-02 13:30:00; 18.560000; 18.560000; 14057.579600; 14057.579600; 0
2016-01-02 13:30:00; 2016-01-02 13:45:00; 18.368000; 18.368000; 14057.637600; 14057.637600; 0
2016-01-02 13:45:00; 2016-01-02 14:00:00; 18.368000; 18.368000; 14057.695000; 14057.695000; 0
2016-01-02 14:00:00; 2016-01-02 14:15:00; 18.368000; 18.368000; 14057.752400; 14057.752400; 0
2016-01-02 14:15:00; 2016-01-02 14:30:00; 18.496000; 18.496000; 14057.809800; 14057.809800; 0
2016-01-02 14:30:00; 2016-01-02 14:45:00; 18.432000; 18.432000; 14057.867600; 14057.867600; 0
2016-01-02 14:45:00; 2016-01-02 15:00:00; 18.304000; 18.304000; 14057.925200; 14057.925200; 0
2016-01-02 15:00:00; 2016-01-02 15:15:00; 18.048000; 18.048000; 14057.982400; 14057.982400; 0
2016-01-02 15:15:00; 2016-01-02 15:30:00; 18.304000; 18.304000; 14058.038800; 14058.038800; 0
2016-01-02 15:30:00; 2016-01-02 15:45:00; 18.112000; 18.112000; 14058.096000; 14058.096000; 0
2016-01-02 15:45:00; 2016-01-02 16:00:00; 17.984000; 17.984000; 14058.152600; 14058.152600; 0
2016-01-02 16:00:00; 2016-01-02 16:15:00; 18.048000; 18.048000; 14058.208800; 14058.208800; 0
2016-01-02 16:15:00; 2016-01-02 16:30:00; 18.112000; 18.112000; 14058.265200; 14058.265200; 0
2016-01-02 16:30:00; 2016-01-02 16:45:00; 18.304000; 18.304000; 14058.321800; 14058.321800; 0
2016-01-02 16:45:00; 2016-01-02 17:00:00; 18.304000; 18.304000; 14058.379000; 14058.379000; 0
2016-01-02 17:00:00; 2016-01-02 17:15:00; 18.240000; 18.240000; 14058.436200; 14058.436200; 0
2016-01-02 17:15:00; 2016-01-02 17:30:00; 18.176000; 18.176000; 14058.493200; 14058.493200; 0
2016-01-02 17:30:00; 2016-01-02 17:45:00; 18.240000; 18.240000; 14058.550000; 14058.550000; 0
2016-01-02 17:45:00; 2016-01-02 18:00:00; 18.304000; 18.304000; 14058.607000; 14058.607000; 0
2016-01-02 18:00:00; 2016-01-02 18:15:00; 18.112000; 18.112000; 14058.664200; 14058.664200; 0
2016-01-02 18:15:00; 2016-01-02 18:30:00; 18.112000; 18.112000; 14058.720800; 14058.720800; 0
2016-01-02 18:30:00; 2016-01-02 18:45:00; 18.176000; 18.176000; 14058.777400; 14058.777400; 0
2016-01-02 18:45:00; 2016-01-02 19:00:00; 18.240000; 18.240000; 14058.834200; 14058.834200; 0
2016-01-02 19:00:00; 2016-01-02 19:15:00; 18.368000; 18.368000; 14058.891200; 14058.891200; 0
2016-01-02 19:15:00; 2016-01-02 19:30:00; 18.176000; 18.176000; 14058.948600; 14058.948600; 0
2016-01-02 19:30:00; 2016-01-02 19:45:00; 18.240000; 18.240000; 14059.005400; 14059.005400; 0
2016-01-02 19:45:00; 2016-01-02 20:00:00; 18.304000; 18.304000; 14059.062400; 14059.062400; 0
2016-01-02 20:00:00; 2016-01-02 20:15:00; 18.176000; 18.176000; 14059.119600; 14059.119600; 0
2016-01-02 20:15:00; 2016-01-02 20:30:00; 18.112000; 18.112000; 14059.176400; 14059.176400; 0
2016-01-02 20:30:00; 2016-01-02 20:45:00; 18.176000; 18.176000; 14059.233000; 14059.233000; 0
2016-01-02 20:45:00; 2016-01-02 21:00:00; 18.176000; 18.176000; 14059.289800; 14059.289800; 0
2016-01-02 21:00:00; 2016-01-02 21:15:00; 18.048000; 18.048000; 14059.346600; 14059.346600; 0
2016-01-02 21:15:00; 2016-01-02 21:30:00; 18.240000; 18.240000; 14059.403000; 14059.403000; 0
2016-01-02 21:30:00; 2016-01-02 21:45:00; 18.240000; 18.240000; 14059.460000; 14059.460000; 0
2016-01-02 21:45:00; 2016-01-02 22:00:00; 18.240000; 18.240000; 14059.517000; 14059.517000; 0
2016-01-02 22:00:00; 2016-01-02 22:15:00; 18.112000; 18.112000; 14059.574000; 14059.574000; 0
2016-01-02 22:15:00; 2016-01-02 22:30:00; 18.112000; 18.112000; 14059.630600; 14059.630600; 0
2016-01-02 22:30:00; 2016-01-02 22:45:00; 18.176000; 18.176000; 14059.687200; 14059.687200; 0
2016-01-02 22:45:00; 2016-01-02 23:00:00; 18.240000; 18.240000; 14059.744000; 14059.744000; 0
2016-01-02 23:00:00; 2016-01-02 23:15:00; 18.048000; 18.048000; 14059.801000; 14059.801000; 0
2016-01-02 23:15:00; 2016-01-02 23:30:00; 18.176000; 18.176000; 14059.857400; 14059.857400; 0
2016-01-02 23:30:00; 2016-01-02 23:45:00; 18.112000; 18.112000; 14059.914200; 14059.914200; 0
2016-01-02 23:45:00; 2016-01-03 00:00:00; 18.496000; 18.496000; 14059.970800; 14059.970800; 0
2016-01-03 00:00:00; 2016-01-03 00:15:00; 18.368000; 18.368000; 14060.028600; 14060.028600; 0
2016-01-03 00:15:00; 2016-01-03 00:30:00; 18.304000; 18.304000; 14060.086000; 14060.086000; 0
2016-01-03 00:30:00; 2016-01-03 00:45:00; 18.368000; 18.368000; 14060.143200; 14060.143200; 0
2016-01-03 00:45:00; 2016-01-03 01:00:00; 18.432000; 18.432000; 14060.200600; 14060.200600; 0
2016-01-03 01:00:00; 2016-01-03 01:15:00; 18.304000; 18.304000; 14060.258200; 14060.258200; 0
2016-01-03 01:15:00; 2016-01-03 01:30:00; 18.496000; 18.496000; 14060.315400; 14060.315400; 0
2016-01-03 01:30:00; 2016-01-03 01:45:00; 18.368000; 18.368000; 14060.373200; 14060.373200; 0
2016-01-03 01:45:00; 2016-01-03 02:00:00; 18.624000; 18.624000; 14060.430600; 14060.430600; 0
2016-01-03 02:00:00; 2016-01-03 02:15:00; 18.752000; 18.752000; 14060.488800; 14060.488800; 0
2016-01-03 02:15:00; 2016-01-03 02:30:00; 18.880000; 18.880000; 14060.547400; 14060.547400; 0
2016-01-03 02:30:00; 2016-01-03 02:45:00; 19.136000; 19.136000; 14060.606400; 14060.606400; 0
2016-01-03 02:45:00; 2016-01-03 03:00:00; 19.712000; 19.712000; 14060.666200; 14060.666200; 0
2016-01-03 03:00:00; 2016-01-03 03:15:00; 19.648000; 19.648000; 14060.727800; 14060.727800; 0
2016-01-03 03:15:00; 2016-01-03 03:30:00; 19.712000; 19.712000; 14060.789200; 14060.789200; 0
2016-01-03 03:30:00; 2016-01-03 03:45:00; 18.752000; 18.752000; 14060.850800; 14060.850800; 0
2016-01-03 03:45:00; 2016-01-03 04:00:00; 18.688000; 18.688000; 14060.909400; 14060.909400; 0
2016-01-03 04:00:00; 2016-01-03 04:15:00; 18.432000; 18.432000; 14060.967800; 14060.967800; 0
2016-01-03 04:15:00; 2016-01-03 04:30:00; 18.560000; 18.560000; 14061.025400; 14061.025400; 0
2016-01-03 04:30:00; 2016-01-03 04:45:00; 18.432000; 18.432000; 14061.083400; 14061.083400; 0
2016-01-03 04:45:00; 2016-01-03 05:00:00; 18.432000; 18.432000; 14061.141000; 14061.141000; 0
2016-01-03 05:00:00; 2016-01-03 05:15:00; 18.368000; 18.368000; 14061.198600; 14061.198600; 0
2016-01-03 05:15:00; 2016-01-03 05:30:00; 18.304000; 18.304000; 14061.256000; 14061.256000; 0
2016-01-03 05:30:00; 2016-01-03 05:45:00; 17.984000; 17.984000; 14061.313200; 14061.313200; 0
2016-01-03 05:45:00; 2016-01-03 06:00:00; 17.728000; 17.728000; 14061.369400; 14061.369400; 0
2016-01-03 06:00:00; 2016-01-03 06:15:00; 18.240000; 18.240000; 14061.424800; 14061.424800; 0
2016-01-03 06:15:00; 2016-01-03 06:30:00; 18.496000; 18.496000; 14061.481800; 14061.481800; 0
2016-01-03 06:30:00; 2016-01-03 06:45:00; 17.856000; 17.856000; 14061.539600; 14061.539600; 0
2016-01-03 06:45:00; 2016-01-03 07:00:00; 17.344000; 17.344000; 14061.595400; 14061.595400; 0
2016-01-03 07:00:00; 2016-01-03 07:15:00; 17.536000; 17.536000; 14061.649600; 14061.649600; 0
2016-01-03 07:15:00; 2016-01-03 07:30:00; 17.664000; 17.664000; 14061.704400; 14061.704400; 0
2016-01-03 07:30:00; 2016-01-03 07:45:00; 17.472000; 17.472000; 14061.759600; 14061.759600; 0
2016-01-03 07:45:00; 2016-01-03 08:00:00; 17.472000; 17.472000; 14061.814200; 14061.814200; 0
2016-01-03 08:00:00; 2016-01-03 08:15:00; 17.344000; 17.344000; 14061.868800; 14061.868800; 0
2016-01-03 08:15:00; 2016-01-03 08:30:00; 17.280000; 17.280000; 14061.923000; 14061.923000; 0
2016-01-03 08:30:00; 2016-01-03 08:45:00; 17.280000; 17.280000; 14061.977000; 14061.977000; 0
2016-01-03 08:45:00; 2016-01-03 09:00:00; 17.408000; 17.408000; 14062.031000; 14062.031000; 0
2016-01-03 09:00:00; 2016-01-03 09:15:00; 17.088000; 17.088000; 14062.085400; 14062.085400; 0
2016-01-03 09:15:00; 2016-01-03 09:30:00; 17.152000; 17.152000; 14062.138800; 14062.138800; 0
2016-01-03 09:30:00; 2016-01-03 09:45:00; 17.152000; 17.152000; 14062.192400; 14062.192400; 0
2016-01-03 09:45:00; 2016-01-03 10:00:00; 17.152000; 17.152000; 14062.246000; 14062.246000; 0
2016-01-03 10:00:00; 2016-01-03 10:15:00; 17.216000; 17.216000; 14062.299600; 14062.299600; 0
2016-01-03 10:15:00; 2016-01-03 10:30:00; 17.088000; 17.088000; 14062.353400; 14062.353400; 0
2016-01-03 10:30:00; 2016-01-03 10:45:00; 16.640000; 16.640000; 14062.406800; 14062.406800; 0
2016-01-03 10:45:00; 2016-01-03 11:00:00; 16.640000; 16.640000; 14062.458800; 14062.458800; 0
2016-01-03 11:00:00; 2016-01-03 11:15:00; 16.576000; 16.576000; 14062.510800; 14062.510800; 0
2016-01-03 11:15:00; 2016-01-03 11:30:00; 16.704000; 16.704000; 14062.562600; 14062.562600; 0
2016-01-03 11:30:00; 2016-01-03 11:45:00; 16.896000; 16.896000; 14062.614800; 14062.614800; 0
2016-01-03 11:45:00; 2016-01-03 12:00:00; 16.704000; 16.704000; 14062.667600; 14062.667600; 0
2016-01-03 12:00:00; 2016-01-03 12:15:00; 16.704000; 16.704000; 14062.719800; 14062.719800; 0
2016-01-03 12:15:00; 2016-01-03 12:30:00; 16.640000; 16.640000; 14062.772000; 14062.772000; 0
2016-01-03 12:30:00; 2016-01-03 12:45:00; 16.768000; 16.768000; 14062.824000; 14062.824000; 0
2016-01-03 12:45:00; 2016-01-03 13:00:00; 16.704000; 16.704000; 14062.876400; 14062.876400; 0
2016-01-03 13:00:00; 2016-01-03 13:15:00; 16.832000; 16.832000; 14062.928600; 14062.928600; 0
2016-01-03 13:15:00; 2016-01-03 13:30:00; 16.704000; 16.704000; 14062.981200; 14062.981200; 0
2016-01-03 13:30:00; 2016-01-03 13:45:00; 16.704000; 16.704000; 14063.033400; 14063.033400; 0
