Date-Time-Start; Date-Time-End; Gebäude 211 Kabel 1-3 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-01-01 00:00:00; 2016-01-01 00:15:00; 5.920000; 5.920000; 12256.699000; 12256.699000; 0
2016-01-01 00:15:00; 2016-01-01 00:30:00; 6.400000; 6.400000; 12256.706400; 12256.706400; 0
2016-01-01 00:30:00; 2016-01-01 00:45:00; 5.920000; 5.920000; 12256.714400; 12256.714400; 0
2016-01-01 00:45:00; 2016-01-01 01:00:00; 6.400000; 6.400000; 12256.721800; 12256.721800; 0
2016-01-01 01:00:00; 2016-01-01 01:15:00; 5.920000; 5.920000; 12256.729800; 12256.729800; 0
2016-01-01 01:15:00; 2016-01-01 01:30:00; 6.080000; 6.080000; 12256.737200; 12256.737200; 0
2016-01-01 01:30:00; 2016-01-01 01:45:00; 5.600000; 5.600000; 12256.744800; 12256.744800; 0
2016-01-01 01:45:00; 2016-01-01 02:00:00; 5.920000; 5.920000; 12256.751800; 12256.751800; 0
2016-01-01 02:00:00; 2016-01-01 02:15:00; 5.760000; 5.760000; 12256.759200; 12256.759200; 0
2016-01-01 02:15:00; 2016-01-01 02:30:00; 5.920000; 5.920000; 12256.766400; 12256.766400; 0
2016-01-01 02:30:00; 2016-01-01 02:45:00; 5.920000; 5.920000; 12256.773800; 12256.773800; 0
2016-01-01 02:45:00; 2016-01-01 03:00:00; 5.760000; 5.760000; 12256.781200; 12256.781200; 0
2016-01-01 03:00:00; 2016-01-01 03:15:00; 5.600000; 5.600000; 12256.788400; 12256.788400; 0
2016-01-01 03:15:00; 2016-01-01 03:30:00; 5.600000; 5.600000; 12256.795400; 12256.795400; 0
2016-01-01 03:30:00; 2016-01-01 03:45:00; 6.080000; 6.080000; 12256.802400; 12256.802400; 0
2016-01-01 03:45:00; 2016-01-01 04:00:00; 5.600000; 5.600000; 12256.810000; 12256.810000; 0
2016-01-01 04:00:00; 2016-01-01 04:15:00; 5.760000; 5.760000; 12256.817000; 12256.817000; 0
2016-01-01 04:15:00; 2016-01-01 04:30:00; 5.440000; 5.440000; 12256.824200; 12256.824200; 0
2016-01-01 04:30:00; 2016-01-01 04:45:00; 5.600000; 5.600000; 12256.831000; 12256.831000; 0
2016-01-01 04:45:00; 2016-01-01 05:00:00; 5.440000; 5.440000; 12256.838000; 12256.838000; 0
2016-01-01 05:00:00; 2016-01-01 05:15:00; 5.600000; 5.600000; 12256.844800; 12256.844800; 0
2016-01-01 05:15:00; 2016-01-01 05:30:00; 5.600000; 5.600000; 12256.851800; 12256.851800; 0
2016-01-01 05:30:00; 2016-01-01 05:45:00; 5.280000; 5.280000; 12256.858800; 12256.858800; 0
2016-01-01 05:45:00; 2016-01-01 06:00:00; 5.440000; 5.440000; 12256.865400; 12256.865400; 0
2016-01-01 06:00:00; 2016-01-01 06:15:00; 6.240000; 6.240000; 12256.872200; 12256.872200; 0
2016-01-01 06:15:00; 2016-01-01 06:30:00; 6.240000; 6.240000; 12256.880000; 12256.880000; 0
2016-01-01 06:30:00; 2016-01-01 06:45:00; 6.400000; 6.400000; 12256.887800; 12256.887800; 0
2016-01-01 06:45:00; 2016-01-01 07:00:00; 6.880000; 6.880000; 12256.895800; 12256.895800; 0
2016-01-01 07:00:00; 2016-01-01 07:15:00; 8.480000; 8.480000; 12256.904400; 12256.904400; 0
2016-01-01 07:15:00; 2016-01-01 07:30:00; 14.400000; 14.400000; 12256.915000; 12256.915000; 0
2016-01-01 07:30:00; 2016-01-01 07:45:00; 18.240000; 18.240000; 12256.933000; 12256.933000; 0
2016-01-01 07:45:00; 2016-01-01 08:00:00; 18.880000; 18.880000; 12256.955800; 12256.955800; 0
2016-01-01 08:00:00; 2016-01-01 08:15:00; 22.240000; 22.240000; 12256.979400; 12256.979400; 0
2016-01-01 08:15:00; 2016-01-01 08:30:00; 23.680000; 23.680000; 12257.007200; 12257.007200; 0
2016-01-01 08:30:00; 2016-01-01 08:45:00; 24.320000; 24.320000; 12257.036800; 12257.036800; 0
2016-01-01 08:45:00; 2016-01-01 09:00:00; 20.320000; 20.320000; 12257.067200; 12257.067200; 0
2016-01-01 09:00:00; 2016-01-01 09:15:00; 22.400000; 22.400000; 12257.092600; 12257.092600; 0
2016-01-01 09:15:00; 2016-01-01 09:30:00; 25.440000; 25.440000; 12257.120600; 12257.120600; 0
2016-01-01 09:30:00; 2016-01-01 09:45:00; 24.640000; 24.640000; 12257.152400; 12257.152400; 0
2016-01-01 09:45:00; 2016-01-01 10:00:00; 25.600000; 25.600000; 12257.183200; 12257.183200; 0
2016-01-01 10:00:00; 2016-01-01 10:15:00; 22.080000; 22.080000; 12257.215200; 12257.215200; 0
2016-01-01 10:15:00; 2016-01-01 10:30:00; 20.960000; 20.960000; 12257.242800; 12257.242800; 0
2016-01-01 10:30:00; 2016-01-01 10:45:00; 20.160000; 20.160000; 12257.269000; 12257.269000; 0
2016-01-01 10:45:00; 2016-01-01 11:00:00; 24.800000; 24.800000; 12257.294200; 12257.294200; 0
2016-01-01 11:00:00; 2016-01-01 11:15:00; 24.160000; 24.160000; 12257.325200; 12257.325200; 0
2016-01-01 11:15:00; 2016-01-01 11:30:00; 21.600000; 21.600000; 12257.355400; 12257.355400; 0
2016-01-01 11:30:00; 2016-01-01 11:45:00; 21.760000; 21.760000; 12257.382400; 12257.382400; 0
2016-01-01 11:45:00; 2016-01-01 12:00:00; 25.600000; 25.600000; 12257.409600; 12257.409600; 0
2016-01-01 12:00:00; 2016-01-01 12:15:00; 25.760000; 25.760000; 12257.441600; 12257.441600; 0
2016-01-01 12:15:00; 2016-01-01 12:30:00; 24.480000; 24.480000; 12257.473800; 12257.473800; 0
2016-01-01 12:30:00; 2016-01-01 12:45:00; 20.960000; 20.960000; 12257.504400; 12257.504400; 0
2016-01-01 12:45:00; 2016-01-01 13:00:00; 18.880000; 18.880000; 12257.530600; 12257.530600; 0
2016-01-01 13:00:00; 2016-01-01 13:15:00; 19.200000; 19.200000; 12257.554200; 12257.554200; 0
2016-01-01 13:15:00; 2016-01-01 13:30:00; 18.880000; 18.880000; 12257.578200; 12257.578200; 0
2016-01-01 13:30:00; 2016-01-01 13:45:00; 18.880000; 18.880000; 12257.601800; 12257.601800; 0
2016-01-01 13:45:00; 2016-01-01 14:00:00; 17.280000; 17.280000; 12257.625400; 12257.625400; 0
2016-01-01 14:00:00; 2016-01-01 14:15:00; 17.760000; 17.760000; 12257.647000; 12257.647000; 0
2016-01-01 14:15:00; 2016-01-01 14:30:00; 17.440000; 17.440000; 12257.669200; 12257.669200; 0
2016-01-01 14:30:00; 2016-01-01 14:45:00; 17.920000; 17.920000; 12257.691000; 12257.691000; 0
2016-01-01 14:45:00; 2016-01-01 15:00:00; 16.960000; 16.960000; 12257.713400; 12257.713400; 0
2016-01-01 15:00:00; 2016-01-01 15:15:00; 17.920000; 17.920000; 12257.734600; 12257.734600; 0
2016-01-01 15:15:00; 2016-01-01 15:30:00; 20.480000; 20.480000; 12257.757000; 12257.757000; 0
2016-01-01 15:30:00; 2016-01-01 15:45:00; 23.840000; 23.840000; 12257.782600; 12257.782600; 0
2016-01-01 15:45:00; 2016-01-01 16:00:00; 25.920000; 25.920000; 12257.812400; 12257.812400; 0
2016-01-01 16:00:00; 2016-01-01 16:15:00; 27.040000; 27.040000; 12257.844800; 12257.844800; 0
2016-01-01 16:15:00; 2016-01-01 16:30:00; 26.240000; 26.240000; 12257.878600; 12257.878600; 0
2016-01-01 16:30:00; 2016-01-01 16:45:00; 21.920000; 21.920000; 12257.911400; 12257.911400; 0
2016-01-01 16:45:00; 2016-01-01 17:00:00; 24.640000; 24.640000; 12257.938800; 12257.938800; 0
2016-01-01 17:00:00; 2016-01-01 17:15:00; 24.960000; 24.960000; 12257.969600; 12257.969600; 0
2016-01-01 17:15:00; 2016-01-01 17:30:00; 22.880000; 22.880000; 12258.000800; 12258.000800; 0
2016-01-01 17:30:00; 2016-01-01 17:45:00; 21.440000; 21.440000; 12258.029400; 12258.029400; 0
2016-01-01 17:45:00; 2016-01-01 18:00:00; 22.400000; 22.400000; 12258.056200; 12258.056200; 0
2016-01-01 18:00:00; 2016-01-01 18:15:00; 20.000000; 20.000000; 12258.084200; 12258.084200; 0
2016-01-01 18:15:00; 2016-01-01 18:30:00; 16.480000; 16.480000; 12258.109200; 12258.109200; 0
2016-01-01 18:30:00; 2016-01-01 18:45:00; 16.640000; 16.640000; 12258.129800; 12258.129800; 0
2016-01-01 18:45:00; 2016-01-01 19:00:00; 16.320000; 16.320000; 12258.150600; 12258.150600; 0
2016-01-01 19:00:00; 2016-01-01 19:15:00; 16.480000; 16.480000; 12258.171000; 12258.171000; 0
2016-01-01 19:15:00; 2016-01-01 19:30:00; 16.480000; 16.480000; 12258.191600; 12258.191600; 0
2016-01-01 19:30:00; 2016-01-01 19:45:00; 15.520000; 15.520000; 12258.212200; 12258.212200; 0
2016-01-01 19:45:00; 2016-01-01 20:00:00; 16.160000; 16.160000; 12258.231600; 12258.231600; 0
2016-01-01 20:00:00; 2016-01-01 20:15:00; 16.000000; 16.000000; 12258.251800; 12258.251800; 0
2016-01-01 20:15:00; 2016-01-01 20:30:00; 16.320000; 16.320000; 12258.271800; 12258.271800; 0
2016-01-01 20:30:00; 2016-01-01 20:45:00; 16.000000; 16.000000; 12258.292200; 12258.292200; 0
2016-01-01 20:45:00; 2016-01-01 21:00:00; 15.840000; 15.840000; 12258.312200; 12258.312200; 0
2016-01-01 21:00:00; 2016-01-01 21:15:00; 16.960000; 16.960000; 12258.332000; 12258.332000; 0
2016-01-01 21:15:00; 2016-01-01 21:30:00; 16.800000; 16.800000; 12258.353200; 12258.353200; 0
2016-01-01 21:30:00; 2016-01-01 21:45:00; 16.480000; 16.480000; 12258.374200; 12258.374200; 0
2016-01-01 21:45:00; 2016-01-01 22:00:00; 15.360000; 15.360000; 12258.394800; 12258.394800; 0
2016-01-01 22:00:00; 2016-01-01 22:15:00; 15.360000; 15.360000; 12258.414000; 12258.414000; 0
2016-01-01 22:15:00; 2016-01-01 22:30:00; 14.880000; 14.880000; 12258.433200; 12258.433200; 0
2016-01-01 22:30:00; 2016-01-01 22:45:00; 14.560000; 14.560000; 12258.451800; 12258.451800; 0
2016-01-01 22:45:00; 2016-01-01 23:00:00; 14.400000; 14.400000; 12258.470000; 12258.470000; 0
2016-01-01 23:00:00; 2016-01-01 23:15:00; 10.880000; 10.880000; 12258.488000; 12258.488000; 0
2016-01-01 23:15:00; 2016-01-01 23:30:00; 8.000000; 8.000000; 12258.501600; 12258.501600; 0
2016-01-01 23:30:00; 2016-01-01 23:45:00; 8.480000; 8.480000; 12258.511600; 12258.511600; 0
2016-01-01 23:45:00; 2016-01-02 00:00:00; 6.560000; 6.560000; 12258.522200; 12258.522200; 0
2016-01-02 00:00:00; 2016-01-02 00:15:00; 6.080000; 6.080000; 12258.530400; 12258.530400; 0
2016-01-02 00:15:00; 2016-01-02 00:30:00; 6.080000; 6.080000; 12258.538000; 12258.538000; 0
2016-01-02 00:30:00; 2016-01-02 00:45:00; 6.240000; 6.240000; 12258.545600; 12258.545600; 0
2016-01-02 00:45:00; 2016-01-02 01:00:00; 6.720000; 6.720000; 12258.553400; 12258.553400; 0
2016-01-02 01:00:00; 2016-01-02 01:15:00; 6.080000; 6.080000; 12258.561800; 12258.561800; 0
2016-01-02 01:15:00; 2016-01-02 01:30:00; 6.080000; 6.080000; 12258.569400; 12258.569400; 0
2016-01-02 01:30:00; 2016-01-02 01:45:00; 5.600000; 5.600000; 12258.577000; 12258.577000; 0
2016-01-02 01:45:00; 2016-01-02 02:00:00; 5.440000; 5.440000; 12258.584000; 12258.584000; 0
2016-01-02 02:00:00; 2016-01-02 02:15:00; 5.600000; 5.600000; 12258.590800; 12258.590800; 0
2016-01-02 02:15:00; 2016-01-02 02:30:00; 5.120000; 5.120000; 12258.597800; 12258.597800; 0
2016-01-02 02:30:00; 2016-01-02 02:45:00; 5.760000; 5.760000; 12258.604200; 12258.604200; 0
2016-01-02 02:45:00; 2016-01-02 03:00:00; 4.960000; 4.960000; 12258.611400; 12258.611400; 0
2016-01-02 03:00:00; 2016-01-02 03:15:00; 6.080000; 6.080000; 12258.617600; 12258.617600; 0
2016-01-02 03:15:00; 2016-01-02 03:30:00; 5.440000; 5.440000; 12258.625200; 12258.625200; 0
2016-01-02 03:30:00; 2016-01-02 03:45:00; 6.240000; 6.240000; 12258.632000; 12258.632000; 0
2016-01-02 03:45:00; 2016-01-02 04:00:00; 5.440000; 5.440000; 12258.639800; 12258.639800; 0
2016-01-02 04:00:00; 2016-01-02 04:15:00; 6.080000; 6.080000; 12258.646600; 12258.646600; 0
2016-01-02 04:15:00; 2016-01-02 04:30:00; 5.440000; 5.440000; 12258.654200; 12258.654200; 0
2016-01-02 04:30:00; 2016-01-02 04:45:00; 6.240000; 6.240000; 12258.661000; 12258.661000; 0
2016-01-02 04:45:00; 2016-01-02 05:00:00; 5.440000; 5.440000; 12258.668800; 12258.668800; 0
2016-01-02 05:00:00; 2016-01-02 05:15:00; 5.600000; 5.600000; 12258.675600; 12258.675600; 0
2016-01-02 05:15:00; 2016-01-02 05:30:00; 5.600000; 5.600000; 12258.682600; 12258.682600; 0
2016-01-02 05:30:00; 2016-01-02 05:45:00; 5.600000; 5.600000; 12258.689600; 12258.689600; 0
2016-01-02 05:45:00; 2016-01-02 06:00:00; 5.600000; 5.600000; 12258.696600; 12258.696600; 0
2016-01-02 06:00:00; 2016-01-02 06:15:00; 5.760000; 5.760000; 12258.703600; 12258.703600; 0
2016-01-02 06:15:00; 2016-01-02 06:30:00; 6.240000; 6.240000; 12258.710800; 12258.710800; 0
2016-01-02 06:30:00; 2016-01-02 06:45:00; 6.880000; 6.880000; 12258.718600; 12258.718600; 0
2016-01-02 06:45:00; 2016-01-02 07:00:00; 8.480000; 8.480000; 12258.727200; 12258.727200; 0
2016-01-02 07:00:00; 2016-01-02 07:15:00; 18.400000; 18.400000; 12258.737800; 12258.737800; 0
2016-01-02 07:15:00; 2016-01-02 07:30:00; 25.120000; 25.120000; 12258.760800; 12258.760800; 0
2016-01-02 07:30:00; 2016-01-02 07:45:00; 22.560000; 22.560000; 12258.792200; 12258.792200; 0
2016-01-02 07:45:00; 2016-01-02 08:00:00; 22.400000; 22.400000; 12258.820400; 12258.820400; 0
2016-01-02 08:00:00; 2016-01-02 08:15:00; 20.800000; 20.800000; 12258.848400; 12258.848400; 0
2016-01-02 08:15:00; 2016-01-02 08:30:00; 21.760000; 21.760000; 12258.874400; 12258.874400; 0
2016-01-02 08:30:00; 2016-01-02 08:45:00; 22.080000; 22.080000; 12258.901600; 12258.901600; 0
2016-01-02 08:45:00; 2016-01-02 09:00:00; 24.320000; 24.320000; 12258.929200; 12258.929200; 0
2016-01-02 09:00:00; 2016-01-02 09:15:00; 22.720000; 22.720000; 12258.959600; 12258.959600; 0
2016-01-02 09:15:00; 2016-01-02 09:30:00; 24.320000; 24.320000; 12258.988000; 12258.988000; 0
2016-01-02 09:30:00; 2016-01-02 09:45:00; 23.360000; 23.360000; 12259.018400; 12259.018400; 0
2016-01-02 09:45:00; 2016-01-02 10:00:00; 24.480000; 24.480000; 12259.047600; 12259.047600; 0
2016-01-02 10:00:00; 2016-01-02 10:15:00; 26.400000; 26.400000; 12259.078200; 12259.078200; 0
2016-01-02 10:15:00; 2016-01-02 10:30:00; 23.520000; 23.520000; 12259.111200; 12259.111200; 0
2016-01-02 10:30:00; 2016-01-02 10:45:00; 23.360000; 23.360000; 12259.140600; 12259.140600; 0
2016-01-02 10:45:00; 2016-01-02 11:00:00; 26.400000; 26.400000; 12259.169800; 12259.169800; 0
2016-01-02 11:00:00; 2016-01-02 11:15:00; 22.240000; 22.240000; 12259.202800; 12259.202800; 0
2016-01-02 11:15:00; 2016-01-02 11:30:00; 24.480000; 24.480000; 12259.230600; 12259.230600; 0
2016-01-02 11:30:00; 2016-01-02 11:45:00; 23.840000; 23.840000; 12259.261200; 12259.261200; 0
2016-01-02 11:45:00; 2016-01-02 12:00:00; 24.160000; 24.160000; 12259.291000; 12259.291000; 0
2016-01-02 12:00:00; 2016-01-02 12:15:00; 22.560000; 22.560000; 12259.321200; 12259.321200; 0
2016-01-02 12:15:00; 2016-01-02 12:30:00; 20.320000; 20.320000; 12259.349400; 12259.349400; 0
2016-01-02 12:30:00; 2016-01-02 12:45:00; 18.560000; 18.560000; 12259.374800; 12259.374800; 0
2016-01-02 12:45:00; 2016-01-02 13:00:00; 18.080000; 18.080000; 12259.398000; 12259.398000; 0
2016-01-02 13:00:00; 2016-01-02 13:15:00; 17.760000; 17.760000; 12259.420600; 12259.420600; 0
2016-01-02 13:15:00; 2016-01-02 13:30:00; 18.240000; 18.240000; 12259.442800; 12259.442800; 0
2016-01-02 13:30:00; 2016-01-02 13:45:00; 18.240000; 18.240000; 12259.465600; 12259.465600; 0
2016-01-02 13:45:00; 2016-01-02 14:00:00; 18.240000; 18.240000; 12259.488400; 12259.488400; 0
2016-01-02 14:00:00; 2016-01-02 14:15:00; 17.920000; 17.920000; 12259.511200; 12259.511200; 0
2016-01-02 14:15:00; 2016-01-02 14:30:00; 16.320000; 16.320000; 12259.533600; 12259.533600; 0
2016-01-02 14:30:00; 2016-01-02 14:45:00; 16.960000; 16.960000; 12259.554000; 12259.554000; 0
2016-01-02 14:45:00; 2016-01-02 15:00:00; 16.640000; 16.640000; 12259.575200; 12259.575200; 0
2016-01-02 15:00:00; 2016-01-02 15:15:00; 17.280000; 17.280000; 12259.596000; 12259.596000; 0
2016-01-02 15:15:00; 2016-01-02 15:30:00; 20.800000; 20.800000; 12259.617600; 12259.617600; 0
2016-01-02 15:30:00; 2016-01-02 15:45:00; 22.240000; 22.240000; 12259.643600; 12259.643600; 0
2016-01-02 15:45:00; 2016-01-02 16:00:00; 24.960000; 24.960000; 12259.671400; 12259.671400; 0
2016-01-02 16:00:00; 2016-01-02 16:15:00; 19.040000; 19.040000; 12259.702600; 12259.702600; 0
2016-01-02 16:15:00; 2016-01-02 16:30:00; 23.200000; 23.200000; 12259.726400; 12259.726400; 0
2016-01-02 16:30:00; 2016-01-02 16:45:00; 21.920000; 21.920000; 12259.755400; 12259.755400; 0
2016-01-02 16:45:00; 2016-01-02 17:00:00; 23.200000; 23.200000; 12259.782800; 12259.782800; 0
2016-01-02 17:00:00; 2016-01-02 17:15:00; 22.400000; 22.400000; 12259.811800; 12259.811800; 0
2016-01-02 17:15:00; 2016-01-02 17:30:00; 23.680000; 23.680000; 12259.839800; 12259.839800; 0
2016-01-02 17:30:00; 2016-01-02 17:45:00; 21.600000; 21.600000; 12259.869400; 12259.869400; 0
2016-01-02 17:45:00; 2016-01-02 18:00:00; 22.080000; 22.080000; 12259.896400; 12259.896400; 0
2016-01-02 18:00:00; 2016-01-02 18:15:00; 19.200000; 19.200000; 12259.924000; 12259.924000; 0
2016-01-02 18:15:00; 2016-01-02 18:30:00; 16.800000; 16.800000; 12259.948000; 12259.948000; 0
2016-01-02 18:30:00; 2016-01-02 18:45:00; 17.280000; 17.280000; 12259.969000; 12259.969000; 0
2016-01-02 18:45:00; 2016-01-02 19:00:00; 16.640000; 16.640000; 12259.990600; 12259.990600; 0
2016-01-02 19:00:00; 2016-01-02 19:15:00; 16.320000; 16.320000; 12260.011400; 12260.011400; 0
2016-01-02 19:15:00; 2016-01-02 19:30:00; 16.480000; 16.480000; 12260.031800; 12260.031800; 0
2016-01-02 19:30:00; 2016-01-02 19:45:00; 17.440000; 17.440000; 12260.052400; 12260.052400; 0
2016-01-02 19:45:00; 2016-01-02 20:00:00; 16.480000; 16.480000; 12260.074200; 12260.074200; 0
2016-01-02 20:00:00; 2016-01-02 20:15:00; 16.960000; 16.960000; 12260.094800; 12260.094800; 0
2016-01-02 20:15:00; 2016-01-02 20:30:00; 17.920000; 17.920000; 12260.116000; 12260.116000; 0
2016-01-02 20:30:00; 2016-01-02 20:45:00; 16.000000; 16.000000; 12260.138400; 12260.138400; 0
2016-01-02 20:45:00; 2016-01-02 21:00:00; 15.200000; 15.200000; 12260.158400; 12260.158400; 0
2016-01-02 21:00:00; 2016-01-02 21:15:00; 16.320000; 16.320000; 12260.177400; 12260.177400; 0
2016-01-02 21:15:00; 2016-01-02 21:30:00; 16.160000; 16.160000; 12260.197800; 12260.197800; 0
2016-01-02 21:30:00; 2016-01-02 21:45:00; 16.640000; 16.640000; 12260.218000; 12260.218000; 0
2016-01-02 21:45:00; 2016-01-02 22:00:00; 16.000000; 16.000000; 12260.238800; 12260.238800; 0
2016-01-02 22:00:00; 2016-01-02 22:15:00; 14.400000; 14.400000; 12260.258800; 12260.258800; 0
2016-01-02 22:15:00; 2016-01-02 22:30:00; 14.400000; 14.400000; 12260.276800; 12260.276800; 0
2016-01-02 22:30:00; 2016-01-02 22:45:00; 14.400000; 14.400000; 12260.294800; 12260.294800; 0
2016-01-02 22:45:00; 2016-01-02 23:00:00; 12.320000; 12.320000; 12260.312800; 12260.312800; 0
2016-01-02 23:00:00; 2016-01-02 23:15:00; 8.000000; 8.000000; 12260.328200; 12260.328200; 0
2016-01-02 23:15:00; 2016-01-02 23:30:00; 7.840000; 7.840000; 12260.338200; 12260.338200; 0
2016-01-02 23:30:00; 2016-01-02 23:45:00; 7.520000; 7.520000; 12260.348000; 12260.348000; 0
2016-01-02 23:45:00; 2016-01-03 00:00:00; 8.960000; 8.960000; 12260.357400; 12260.357400; 0
2016-01-03 00:00:00; 2016-01-03 00:15:00; 6.720000; 6.720000; 12260.368600; 12260.368600; 0
2016-01-03 00:15:00; 2016-01-03 00:30:00; 6.720000; 6.720000; 12260.377000; 12260.377000; 0
2016-01-03 00:30:00; 2016-01-03 00:45:00; 6.080000; 6.080000; 12260.385400; 12260.385400; 0
2016-01-03 00:45:00; 2016-01-03 01:00:00; 6.720000; 6.720000; 12260.393000; 12260.393000; 0
2016-01-03 01:00:00; 2016-01-03 01:15:00; 6.880000; 6.880000; 12260.401400; 12260.401400; 0
2016-01-03 01:15:00; 2016-01-03 01:30:00; 6.240000; 6.240000; 12260.410000; 12260.410000; 0
2016-01-03 01:30:00; 2016-01-03 01:45:00; 5.920000; 5.920000; 12260.417800; 12260.417800; 0
2016-01-03 01:45:00; 2016-01-03 02:00:00; 5.280000; 5.280000; 12260.425200; 12260.425200; 0
2016-01-03 02:00:00; 2016-01-03 02:15:00; 5.920000; 5.920000; 12260.431800; 12260.431800; 0
2016-01-03 02:15:00; 2016-01-03 02:30:00; 5.600000; 5.600000; 12260.439200; 12260.439200; 0
2016-01-03 02:30:00; 2016-01-03 02:45:00; 5.440000; 5.440000; 12260.446200; 12260.446200; 0
2016-01-03 02:45:00; 2016-01-03 03:00:00; 5.600000; 5.600000; 12260.453000; 12260.453000; 0
2016-01-03 03:00:00; 2016-01-03 03:15:00; 5.120000; 5.120000; 12260.460000; 12260.460000; 0
2016-01-03 03:15:00; 2016-01-03 03:30:00; 5.760000; 5.760000; 12260.466400; 12260.466400; 0
2016-01-03 03:30:00; 2016-01-03 03:45:00; 6.080000; 6.080000; 12260.473600; 12260.473600; 0
2016-01-03 03:45:00; 2016-01-03 04:00:00; 5.440000; 5.440000; 12260.481200; 12260.481200; 0
2016-01-03 04:00:00; 2016-01-03 04:15:00; 5.440000; 5.440000; 12260.488000; 12260.488000; 0
2016-01-03 04:15:00; 2016-01-03 04:30:00; 5.760000; 5.760000; 12260.494800; 12260.494800; 0
2016-01-03 04:30:00; 2016-01-03 04:45:00; 5.920000; 5.920000; 12260.502000; 12260.502000; 0
2016-01-03 04:45:00; 2016-01-03 05:00:00; 5.440000; 5.440000; 12260.509400; 12260.509400; 0
2016-01-03 05:00:00; 2016-01-03 05:15:00; 5.760000; 5.760000; 12260.516200; 12260.516200; 0
2016-01-03 05:15:00; 2016-01-03 05:30:00; 5.760000; 5.760000; 12260.523400; 12260.523400; 0
2016-01-03 05:30:00; 2016-01-03 05:45:00; 6.240000; 6.240000; 12260.530600; 12260.530600; 0
2016-01-03 05:45:00; 2016-01-03 06:00:00; 5.920000; 5.920000; 12260.538400; 12260.538400; 0
2016-01-03 06:00:00; 2016-01-03 06:15:00; 6.400000; 6.400000; 12260.545800; 12260.545800; 0
2016-01-03 06:15:00; 2016-01-03 06:30:00; 5.920000; 5.920000; 12260.553800; 12260.553800; 0
2016-01-03 06:30:00; 2016-01-03 06:45:00; 7.040000; 7.040000; 12260.561200; 12260.561200; 0
2016-01-03 06:45:00; 2016-01-03 07:00:00; 7.680000; 7.680000; 12260.570000; 12260.570000; 0
2016-01-03 07:00:00; 2016-01-03 07:15:00; 15.680000; 15.680000; 12260.579600; 12260.579600; 0
2016-01-03 07:15:00; 2016-01-03 07:30:00; 26.880000; 26.880000; 12260.599200; 12260.599200; 0
2016-01-03 07:30:00; 2016-01-03 07:45:00; 24.480000; 24.480000; 12260.632800; 12260.632800; 0
2016-01-03 07:45:00; 2016-01-03 08:00:00; 21.120000; 21.120000; 12260.663400; 12260.663400; 0
2016-01-03 08:00:00; 2016-01-03 08:15:00; 22.880000; 22.880000; 12260.689800; 12260.689800; 0
2016-01-03 08:15:00; 2016-01-03 08:30:00; 22.400000; 22.400000; 12260.718400; 12260.718400; 0
2016-01-03 08:30:00; 2016-01-03 08:45:00; 22.880000; 22.880000; 12260.746400; 12260.746400; 0
2016-01-03 08:45:00; 2016-01-03 09:00:00; 24.320000; 24.320000; 12260.775000; 12260.775000; 0
2016-01-03 09:00:00; 2016-01-03 09:15:00; 22.080000; 22.080000; 12260.805400; 12260.805400; 0
2016-01-03 09:15:00; 2016-01-03 09:30:00; 21.920000; 21.920000; 12260.833000; 12260.833000; 0
2016-01-03 09:30:00; 2016-01-03 09:45:00; 20.320000; 20.320000; 12260.860400; 12260.860400; 0
2016-01-03 09:45:00; 2016-01-03 10:00:00; 21.760000; 21.760000; 12260.885800; 12260.885800; 0
2016-01-03 10:00:00; 2016-01-03 10:15:00; 24.640000; 24.640000; 12260.913000; 12260.913000; 0
2016-01-03 10:15:00; 2016-01-03 10:30:00; 23.200000; 23.200000; 12260.943800; 12260.943800; 0
2016-01-03 10:30:00; 2016-01-03 10:45:00; 21.760000; 21.760000; 12260.972800; 12260.972800; 0
2016-01-03 10:45:00; 2016-01-03 11:00:00; 21.440000; 21.440000; 12261.000000; 12261.000000; 0
2016-01-03 11:00:00; 2016-01-03 11:15:00; 21.120000; 21.120000; 12261.026800; 12261.026800; 0
2016-01-03 11:15:00; 2016-01-03 11:30:00; 24.640000; 24.640000; 12261.053200; 12261.053200; 0
2016-01-03 11:30:00; 2016-01-03 11:45:00; 25.280000; 25.280000; 12261.084000; 12261.084000; 0
2016-01-03 11:45:00; 2016-01-03 12:00:00; 23.680000; 23.680000; 12261.115600; 12261.115600; 0
2016-01-03 12:00:00; 2016-01-03 12:15:00; 23.360000; 23.360000; 12261.145200; 12261.145200; 0
2016-01-03 12:15:00; 2016-01-03 12:30:00; 26.080000; 26.080000; 12261.174400; 12261.174400; 0
2016-01-03 12:30:00; 2016-01-03 12:45:00; 20.960000; 20.960000; 12261.207000; 12261.207000; 0
2016-01-03 12:45:00; 2016-01-03 13:00:00; 19.200000; 19.200000; 12261.233200; 12261.233200; 0
2016-01-03 13:00:00; 2016-01-03 13:15:00; 18.240000; 18.240000; 12261.257200; 12261.257200; 0
2016-01-03 13:15:00; 2016-01-03 13:30:00; 17.280000; 17.280000; 12261.280000; 12261.280000; 0
2016-01-03 13:30:00; 2016-01-03 13:45:00; 16.800000; 16.800000; 12261.301600; 12261.301600; 0
